HAddress,HAttractions,HGFW,HImages,HLanguage,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HVideos,URL
"83A Ly Thuong Kiet Cua Nam, Hoan Kiem, Hanoi 100000 Vietnam",24,97,655,"English, Vietnamese",Movenpick Hotel Hanoi,$148 ,$74 ,"$74, - ,$148","Which popular attractions are close to M̦venpick Hotel Hanoi?, ,What are some of the property amenities at M̦venpick Hotel Hanoi?, ,Which room amenities are available at M̦venpick Hotel Hanoi?, ,What food & drink options are available at M̦venpick Hotel Hanoi?, ,Is parking available at M̦venpick Hotel Hanoi?, ,What are some restaurants close to M̦venpick Hotel Hanoi?, ,Are there opportunities to exercise at M̦venpick Hotel Hanoi?, ,Does M̦venpick Hotel Hanoi have airport transportation?, ,Is M̦venpick Hotel Hanoi located near the city center?, ,Are any cleaning services offered at M̦venpick Hotel Hanoi?, ,Does M̦venpick Hotel Hanoi offer any business services?, ",22,"1,733",1,4.5,,179,Excellent,154,"Classic,Quiet",408,https://www.tripadvisor.com/Hotel_Review-g293924-d1161184-Reviews-Movenpick_Hotel_Hanoi-Hanoi.html
"4-6A Hang But Street, Old Quarter Hoan Kiem District, Hanoi 100000 Vietnam",129,97,492,"English, Vietnamese",Golden Art Hotel,$49 ,$21 ,"$21, - ,$49","Which popular attractions are close to Golden Art Hotel?, ,What are some of the property amenities at Golden Art Hotel?, ,Which room amenities are available at Golden Art Hotel?, ,What food & drink options are available at Golden Art Hotel?, ,Is parking available at Golden Art Hotel?, ,What are some restaurants close to Golden Art Hotel?, ,Does Golden Art Hotel have an airport shuttle?, ,Does Golden Art Hotel have airport transportation?, ,Is Golden Art Hotel located near the city center?, ,Which languages are spoken by the staff at Golden Art Hotel?, ,Are there any historical sites close to Golden Art Hotel?, ",5,"1,894",1,5,,410,Excellent,25,"Family,Quiet",101,https://www.tripadvisor.com/Hotel_Review-g293924-d3478091-Reviews-Golden_Art_Hotel-Hanoi.html
"Number 6, Bao Khanh lane, Hang Trong ward Hoan Kiem District, Hanoi 844 Vietnam",183,100,606,"English, French, Chinese, German",Hanoi Pearl Hotel,$82 ,$55 ,"$55, - ,$82","Which popular attractions are close to Hanoi Pearl Hotel?, ,What are some of the property amenities at Hanoi Pearl Hotel?, ,Which room amenities are available at Hanoi Pearl Hotel?, ,What food & drink options are available at Hanoi Pearl Hotel?, ,Is parking available at Hanoi Pearl Hotel?, ,What are some restaurants close to Hanoi Pearl Hotel?, ,Are there opportunities to exercise at Hanoi Pearl Hotel?, ,Does Hanoi Pearl Hotel have airport transportation?, ,Is Hanoi Pearl Hotel located near the city center?, ,Are any cleaning services offered at Hanoi Pearl Hotel?, ,Which languages are spoken by the staff at Hanoi Pearl Hotel?, ",7,"1,919",1,4.5,,535,Excellent,70,"Family,Centrally Located",169,https://www.tripadvisor.com/Hotel_Review-g293924-d4609521-Reviews-Hanoi_Pearl_Hotel-Hanoi.html
"29 Trang Tien Street Hoan Kiem District, Hanoi 10000 Vietnam",48,100,1190,Vietnamese,Hotel de l'Opera Hanoi,$184 ,$88 ,"$88, - ,$184","Which popular attractions are close to Hotel de l'Opera Hanoi?, ,What are some of the property amenities at Hotel de l'Opera Hanoi?, ,Which room amenities are available at Hotel de l'Opera Hanoi?, ,What food & drink options are available at Hotel de l'Opera Hanoi?, ,What are some restaurants close to Hotel de l'Opera Hanoi?, ,Are there opportunities to exercise at Hotel de l'Opera Hanoi?, ,Is Hotel de l'Opera Hanoi located near the city center?, ,Are any cleaning services offered at Hotel de l'Opera Hanoi?, ,Does Hotel de l'Opera Hanoi offer any business services?, ,Are there any historical sites close to Hotel de l'Opera Hanoi?, ,Does Hotel de l'Opera Hanoi have any great views?, ",520,"1,988",1,4.5,,173,Excellent,107,"Centrally Located,City View",123,https://www.tripadvisor.com/Hotel_Review-g293924-d1950147-Reviews-Hotel_de_l_Opera_Hanoi-Hanoi.html
"95 Hang Bong Street, Old Quarter, Hoan Kiem, Hanoi 100000 Vietnam",158,100,489,"English, German, Vietnamese",Hanoi Royal Palace Hotel 2,$46 ,$15 ,"$15, - ,$46","Which popular attractions are close to Hanoi Royal Palace Hotel 2?, ,What are some of the property amenities at Hanoi Royal Palace Hotel 2?, ,Which room amenities are available at Hanoi Royal Palace Hotel 2?, ,What food & drink options are available at Hanoi Royal Palace Hotel 2?, ,Is parking available at Hanoi Royal Palace Hotel 2?, ,What are some restaurants close to Hanoi Royal Palace Hotel 2?, ,Does Hanoi Royal Palace Hotel 2 have an airport shuttle?, ,Does Hanoi Royal Palace Hotel 2 have airport transportation?, ,Is Hanoi Royal Palace Hotel 2 located near the city center?, ,Are any cleaning services offered at Hanoi Royal Palace Hotel 2?, ,Which languages are spoken by the staff at Hanoi Royal Palace Hotel 2?, ",64,"2,028",2,4.5,,472,Excellent,45,Centrally Located,31,https://www.tripadvisor.com/Hotel_Review-g293924-d4993403-Reviews-Hanoi_Royal_Palace_Hotel_2-Hanoi.html
"5 Nguyen Sieu Street Hoan Kiem, Hanoi Vietnam",114,100,440,"English, Chinese, Vietnamese",Hanoi Holiday Diamond Hotel,$34 ,$22 ,"$22, - ,$34","Which popular attractions are close to Hanoi Holiday Diamond Hotel?, ,What are some of the property amenities at Hanoi Holiday Diamond Hotel?, ,Which room amenities are available at Hanoi Holiday Diamond Hotel?, ,What food & drink options are available at Hanoi Holiday Diamond Hotel?, ,Is parking available at Hanoi Holiday Diamond Hotel?, ,What are some restaurants close to Hanoi Holiday Diamond Hotel?, ,Does Hanoi Holiday Diamond Hotel have an airport shuttle?, ,Does Hanoi Holiday Diamond Hotel have airport transportation?, ,Is Hanoi Holiday Diamond Hotel located near the city center?, ,Are any cleaning services offered at Hanoi Holiday Diamond Hotel?, ,Which languages are spoken by the staff at Hanoi Holiday Diamond Hotel?, ",5,"2,110",1,4.5,,447,Excellent,19,Quiet,252,https://www.tripadvisor.com/Hotel_Review-g293924-d2219017-Reviews-Hanoi_Holiday_Diamond_Hotel-Hanoi.html
"11 Xuan Dieu K5 Nghi Tam, Tay Ho, Hanoi 100000 Vietnam",18,88,1289,"Russian, Chinese, Japanese, Korean",Sheraton Hanoi Hotel,$216 ,$112 ,"$112, - ,$216","Which popular attractions are close to Sheraton Hanoi Hotel?, ,What are some of the property amenities at Sheraton Hanoi Hotel?, ,Which room amenities are available at Sheraton Hanoi Hotel?, ,What food & drink options are available at Sheraton Hanoi Hotel?, ,Is parking available at Sheraton Hanoi Hotel?, ,What are some restaurants close to Sheraton Hanoi Hotel?, ,Are there opportunities to exercise at Sheraton Hanoi Hotel?, ,Does Sheraton Hanoi Hotel have an airport shuttle?, ,Does Sheraton Hanoi Hotel have airport transportation?, ,Does Sheraton Hanoi Hotel offer any business services?, ,Which languages are spoken by the staff at Sheraton Hanoi Hotel?, ",13,"2,130",1,4.5,,82,Excellent,299,"Family,Great View",1,https://www.tripadvisor.com/Hotel_Review-g293924-d1533551-Reviews-Sheraton_Hanoi_Hotel-Hanoi.html
"No. 54 Lieu Giai Street Cong Vi Ward, Ba Dinh District, Hanoi 100000 Vietnam",7,79,1658,"Japanese, Korean, Vietnamese",Lotte Hotel Hanoi,$187 ,$91 ,"$91, - ,$187","Which popular attractions are close to Lotte Hotel Hanoi?, ,What are some of the property amenities at Lotte Hotel Hanoi?, ,Which room amenities are available at Lotte Hotel Hanoi?, ,What food & drink options are available at Lotte Hotel Hanoi?, ,Is parking available at Lotte Hotel Hanoi?, ,What are some restaurants close to Lotte Hotel Hanoi?, ,Are there opportunities to exercise at Lotte Hotel Hanoi?, ,Does Lotte Hotel Hanoi have airport transportation?, ,Are any cleaning services offered at Lotte Hotel Hanoi?, ,Does Lotte Hotel Hanoi offer any business services?, ,Which languages are spoken by the staff at Lotte Hotel Hanoi?, ",14,"2,141",1,5,,101,Excellent,318,"River View,Modern",620,https://www.tripadvisor.com/Hotel_Review-g293924-d5049935-Reviews-Lotte_Hotel_Hanoi-Hanoi.html
"85 Ma May Hoan Kiem, Hanoi 100000 Vietnam",145,100,497,"English, Chinese, Vietnamese",Hanoi House Hostel & Travel,$53 ,$21 ,"$21, - ,$53","Which popular attractions are close to Hanoi House Hostel & Travel?, ,What are some of the property amenities at Hanoi House Hostel & Travel?, ,Which room amenities are available at Hanoi House Hostel & Travel?, ,What food & drink options are available at Hanoi House Hostel & Travel?, ,Is parking available at Hanoi House Hostel & Travel?, ,What are some restaurants close to Hanoi House Hostel & Travel?, ,Does Hanoi House Hostel & Travel have an airport shuttle?, ,Does Hanoi House Hostel & Travel have airport transportation?, ,Is Hanoi House Hostel & Travel located near the city center?, ,Are any cleaning services offered at Hanoi House Hostel & Travel?, ,Which languages are spoken by the staff at Hanoi House Hostel & Travel?, ",13,"2,138",1,5,,566,Excellent,17,"Centrally Located,City View",275,https://www.tripadvisor.com/Hotel_Review-g293924-d588636-Reviews-Hanoi_House_Hostel_Travel-Hanoi.html
"55 Duong Thanh Street Hoan Kiem District, Hanoi 100000 Vietnam",163,100,1284,"English, Vietnamese",Hanoi Marvellous Hotel & Spa,$91 ,$57 ,"$57, - ,$91","Which popular attractions are close to Hanoi Marvellous Hotel & Spa?, ,What are some of the property amenities at Hanoi Marvellous Hotel & Spa?, ,Which room amenities are available at Hanoi Marvellous Hotel & Spa?, ,What food & drink options are available at Hanoi Marvellous Hotel & Spa?, ,What are some restaurants close to Hanoi Marvellous Hotel & Spa?, ,Are there opportunities to exercise at Hanoi Marvellous Hotel & Spa?, ,Does Hanoi Marvellous Hotel & Spa have airport transportation?, ,Is Hanoi Marvellous Hotel & Spa located near the city center?, ,Are any cleaning services offered at Hanoi Marvellous Hotel & Spa?, ,Which languages are spoken by the staff at Hanoi Marvellous Hotel & Spa?, ,Are there any historical sites close to Hanoi Marvellous Hotel & Spa?, ",302,"2,249",1,5,,499,Excellent,50,"Modern,Business",247,https://www.tripadvisor.com/Hotel_Review-g293924-d9786699-Reviews-Hanoi_Marvellous_Hotel_Spa-Hanoi.html
"1 Thanh Nien Street Ba Dinh District, Hanoi 10000 Vietnam",5,87,1476,"English, Japanese, Korean",Pan Pacific Hanoi,$159 ,$98 ,"$98, - ,$159","Which popular attractions are close to Pan Pacific Hanoi?, ,What are some of the property amenities at Pan Pacific Hanoi?, ,Which room amenities are available at Pan Pacific Hanoi?, ,What food & drink options are available at Pan Pacific Hanoi?, ,Is parking available at Pan Pacific Hanoi?, ,What are some restaurants close to Pan Pacific Hanoi?, ,Are there opportunities to exercise at Pan Pacific Hanoi?, ,Are any cleaning services offered at Pan Pacific Hanoi?, ,Does Pan Pacific Hanoi offer any business services?, ,Which languages are spoken by the staff at Pan Pacific Hanoi?, ,Are there any historical sites close to Pan Pacific Hanoi?, ",317,"2,324",1,4.5,,52,Excellent,273,"Lake View,Green",1,https://www.tripadvisor.com/Hotel_Review-g293924-d299586-Reviews-Pan_Pacific_Hanoi-Hanoi.html
"122 Hang Bong Hoan Kiem, Hanoi 100000 Vietnam",128,100,955,Vietnamese,O'Gallery Premier Hotel & Spa,$87 ,$53 ,"$53, - ,$87","Which popular attractions are close to O'Gallery Premier Hotel & Spa?, ,What are some of the property amenities at O'Gallery Premier Hotel & Spa?, ,Which room amenities are available at O'Gallery Premier Hotel & Spa?, ,What food & drink options are available at O'Gallery Premier Hotel & Spa?, ,What are some restaurants close to O'Gallery Premier Hotel & Spa?, ,Does O'Gallery Premier Hotel & Spa have an airport shuttle?, ,Does O'Gallery Premier Hotel & Spa have airport transportation?, ,Is O'Gallery Premier Hotel & Spa located near the city center?, ,Are any cleaning services offered at O'Gallery Premier Hotel & Spa?, ,Are there any historical sites close to O'Gallery Premier Hotel & Spa?, ,Is O'Gallery Premier Hotel & Spa accessible?, ",8,"2,506",1,5,,413,Excellent,55,"Quiet,Family",138,https://www.tripadvisor.com/Hotel_Review-g293924-d10550496-Reviews-O_Gallery_Premier_Hotel_Spa-Hanoi.html
"07, Shophouse 345, Block A, Yen Nghia Ward, Hanoi 100000 Vietnam",,,,,OYO 458 Victoria Hotel,$20 ,$10 ,"$10, - ,$20","Which popular attractions are close to OYO 458 Victoria Hotel?, ,Is parking available at OYO 458 Victoria Hotel?, ,What are some restaurants close to OYO 458 Victoria Hotel?, ",,,,,,,,26,,,https://www.tripadvisor.com/Hotel_Review-g293924-d19603346-Reviews-OYO_458_Victoria_Hotel-Hanoi.html
"2, Lane 47, Linh Duong Street, Hanoi 100000 Vietnam",,,,,OYO 436 Huong Quynh Hotel,Hanoi,Huong Quynh Hotel,"Huong Quynh Hotel,Vietnam,Hanoi","Which popular attractions are close to OYO 436 Huong Quynh Hotel?, ,What are some restaurants close to OYO 436 Huong Quynh Hotel?, ",,,,,,,,25,,,https://www.tripadvisor.com/Hotel_Review-g293924-d19948752-Reviews-OYO_436_Huong_Quynh_Hotel-Hanoi.html
"8, Van Don, Bach Dang, Hai Ba Trung, Hanoi 100000 Vietnam",17,53,,,OYO 1005 Palace Hotel,$13 ,$10 ,"$10, - ,$13","Which popular attractions are close to OYO 1005 Palace Hotel?, ,Is parking available at OYO 1005 Palace Hotel?, ,What are some restaurants close to OYO 1005 Palace Hotel?, ",,,,,,76,,12,,,https://www.tripadvisor.com/Hotel_Review-g293924-d20347065-Reviews-OYO_1005_Palace_Hotel-Hanoi.html
"71, Bui Huy Bich Street, Thinh Liet Ward, Hanoi 100000 Vietnam",,,,,OYO 575 Van Xuan Hotel,$17 ,$10 ,"$10, - ,$17","Which popular attractions are close to OYO 575 Van Xuan Hotel?, ,What are some restaurants close to OYO 575 Van Xuan Hotel?, ",,,,,,,,18,,,https://www.tripadvisor.com/Hotel_Review-g293924-d19956842-Reviews-OYO_575_Van_Xuan_Hotel-Hanoi.html
"3, Lane 86, Ngoc Thuy Street, Hanoi 100000 Vietnam",1,41,,,OYO 449 Thang Nga Hotel,$23 ,$10 ,"$10, - ,$23","Which popular attractions are close to OYO 449 Thang Nga Hotel?, ,What are some restaurants close to OYO 449 Thang Nga Hotel?, ",,,,,,29,,23,,,https://www.tripadvisor.com/Hotel_Review-g293924-d19603344-Reviews-OYO_449_Thang_Nga_Hotel-Hanoi.html
"12 Lien Tri street, Hoan Kiem District, Hanoi 100000 Vietnam",11,95,,"English, Vietnamese",A25 Hotel - 12 Lien Tri,$26 ,$16 ,"$16, - ,$26","Which popular attractions are close to A25 Hotel - 12 Lien Tri?, ,What are some of the property amenities at A25 Hotel - 12 Lien Tri?, ,Is parking available at A25 Hotel - 12 Lien Tri?, ,What are some restaurants close to A25 Hotel - 12 Lien Tri?, ,Does A25 Hotel - 12 Lien Tri have airport transportation?, ,Is A25 Hotel - 12 Lien Tri located near the city center?, ,Are any cleaning services offered at A25 Hotel - 12 Lien Tri?, ,Which languages are spoken by the staff at A25 Hotel - 12 Lien Tri?, ",,1,"#367 of 1,074 B&Bs / Inns in Hanoi",40,10,116,Very good,16,,,https://www.tripadvisor.com/Hotel_Review-g293924-d3199532-Reviews-A25_Hotel_12_Lien_Tri-Hanoi.html
"190 Nguyen Van Cu, Ngoc Lam, Long Bien, Hanoi 10000 Vietnam",0,60,,,Phuc Thanh  Hotel,$19 ,$19 ,"$19, - ,$19","What are some restaurants close to Phuc Thanh  Hotel?, ,Are there any historical sites close to Phuc Thanh  Hotel?, ",,1,"#606 of 1,294 hotels in Hanoi",40,,23,Very good,28,,,https://www.tripadvisor.com/Hotel_Review-g293924-d1224828-Reviews-Phuc_Thanh_Hotel-Hanoi.html
"32/33B Pham Ngu Lao Street, Hanoi 100000 Vietnam",19,90,,,Hanoi Senses Home,$23 ,$19 ,"$19, - ,$23","Which popular attractions are close to Hanoi Senses Home?, ,What are some restaurants close to Hanoi Senses Home?, ,Is Hanoi Senses Home located near the city center?, ",,1,"#439 of 1,074 B&Bs / Inns in Hanoi",20,,96,Poor,,,,https://www.tripadvisor.com/Hotel_Review-g293924-d19141438-Reviews-Hanoi_Senses_Home-Hanoi.html
"43 Lam Du - Bo De, Hanoi 10000 Vietnam",2,51,,,Nhat Minh Hotel,$23 ,$22 ,"$22, - ,$23","Which popular attractions are close to Nhat Minh Hotel?, ,What are some of the property amenities at Nhat Minh Hotel?, ,Which room amenities are available at Nhat Minh Hotel?, ,What food & drink options are available at Nhat Minh Hotel?, ,What are some restaurants close to Nhat Minh Hotel?, ,Does Nhat Minh Hotel have airport transportation?, ,Are any cleaning services offered at Nhat Minh Hotel?, ",,1,"#628 of 1,294 hotels in Hanoi",30,20,31,Average,34,Budget,,https://www.tripadvisor.com/Hotel_Review-g293924-d6209143-Reviews-Nhat_Minh_Hotel-Hanoi.html
"30 An Duong Street, Tay Ho District, Hanoi Vietnam",4,86,,"English, Vietnamese",Sun Hotel,$27 ,$18 ,"$18, - ,$27","Which popular attractions are close to Sun Hotel?, ,What are some of the property amenities at Sun Hotel?, ,Which room amenities are available at Sun Hotel?, ,What food & drink options are available at Sun Hotel?, ,Is parking available at Sun Hotel?, ,What are some restaurants close to Sun Hotel?, ,Does Sun Hotel have an airport shuttle?, ,Does Sun Hotel have airport transportation?, ,Are any cleaning services offered at Sun Hotel?, ,Which languages are spoken by the staff at Sun Hotel?, ",,1,"#629 of 1,294 hotels in Hanoi",30,,45,Average,40,,,https://www.tripadvisor.com/Hotel_Review-g293924-d1157015-Reviews-Sun_Hotel-Hanoi.html
