HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
"17 Nguy_n Th_ Nghia Phu_ng 2, Da Lat 670000 Vietnam",4,82,4,"English, Vietnamese",,Nature Boutique Hotel,Da Lat,Vietnam,"Vietnam,Lam Dong Province,Da Lat","Which popular attractions are close to Nature Boutique Hotel?, ,What are some of the property amenities at Nature Boutique Hotel?, ,Which room amenities are available at Nature Boutique Hotel?, ,What food & drink options are available at Nature Boutique Hotel?, ,Is parking available at Nature Boutique Hotel?, ,What are some restaurants close to Nature Boutique Hotel?, ,Does Nature Boutique Hotel have airport transportation?, ,Is Nature Boutique Hotel located near the city center?, ,Which languages are spoken by the staff at Nature Boutique Hotel?, ,Are there any historical sites close to Nature Boutique Hotel?, ",19,14,#27 of 153 hotels in Da Lat,4.5,NA,46,Excellent,42,,,1,https://www.tripadvisor.com/Hotel_Review-g293922-d23346613-Reviews-Nature_Boutique_Hotel-Da_Lat_Lam_Dong_Province.html
"Km 8, Nguyen Dinh Chieu Street Phu Hai ward, Phan Thiet 800000 Vietnam",0,0,654,Vietnamese,,Phu Hai Beach Resort & Spa,$94,$48,"$48, - ,$94","Which popular attractions are close to Phu Hai Beach Resort & Spa?, ,What are some of the property amenities at Phu Hai Beach Resort & Spa?, ,Which room amenities are available at Phu Hai Beach Resort & Spa?, ,What food & drink options are available at Phu Hai Beach Resort & Spa?, ,Is parking available at Phu Hai Beach Resort & Spa?, ,What are some restaurants close to Phu Hai Beach Resort & Spa?, ,Are there opportunities to exercise at Phu Hai Beach Resort & Spa?, ,Does Phu Hai Beach Resort & Spa have an airport shuttle?, ,Does Phu Hai Beach Resort & Spa have airport transportation?, ,Are any cleaning services offered at Phu Hai Beach Resort & Spa?, ,Does Phu Hai Beach Resort & Spa offer any business services?, ",148,352,#5 of 56 hotels in Phan Thiet,4.5,4.0 of 5 bubbles,0,Excellent,112,"Quiet,Family",,39,https://www.tripadvisor.com/Hotel_Review-g298086-d456983-Reviews-Phu_Hai_Beach_Resort_Spa-Phan_Thiet_Binh_Thuan_Province.html
"Alley 118, Tran Hung Dao St, Duong Dong, Phu Quoc Island Vietnam",4,75,335,"English, Vietnamese",,Phuong Binh House,$49,$24,"$24, - ,$49","Which popular attractions are close to Phuong Binh House?, ,What are some of the property amenities at Phuong Binh House?, ,What food & drink options are available at Phuong Binh House?, ,Is parking available at Phuong Binh House?, ,What are some restaurants close to Phuong Binh House?, ,Are there opportunities to exercise at Phuong Binh House?, ,Does Phuong Binh House have airport transportation?, ,Which languages are spoken by the staff at Phuong Binh House?, ,Does Phuong Binh House have any great views?, ",80,351,#1 of 58 small hotels in Duong Dong,4.5,3.0 of 5 bubbles,32,Excellent,46,"Ocean View,Quiet",,25,https://www.tripadvisor.com/Hotel_Review-g1184679-d3791190-Reviews-Phuong_Binh_House-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"45 Dang Thai Than, Ward 3, Da Lat Vietnam",28,73,,,,Maple Hostel,Da Lat,Vietnam,"Vietnam,Lam Dong Province,Da Lat","Which popular attractions are close to Maple Hostel?, ,What are some of the property amenities at Maple Hostel?, ,What food & drink options are available at Maple Hostel?, ,Is parking available at Maple Hostel?, ,What are some restaurants close to Maple Hostel?, ,Does Maple Hostel have airport transportation?, ,Is Maple Hostel located near the city center?, ",,3,#210 of 230 hostels in Da Lat,2.5,2.0 of 5 bubbles,187,Average,Da Lat,,,0,https://www.tripadvisor.com/Hotel_Review-g293922-d12520603-Reviews-Maple_Hostel-Da_Lat_Lam_Dong_Province.html
"45 Hang Bo Street, Hoan Kiem District, Hanoi 10000 Vietnam",211,97,103,"English, Vietnamese",,Spring Flower Hotel Hanoi,$96,$24,"$24, - ,$96","Which popular attractions are close to Spring Flower Hotel Hanoi?, ,What are some of the property amenities at Spring Flower Hotel Hanoi?, ,Which room amenities are available at Spring Flower Hotel Hanoi?, ,What food & drink options are available at Spring Flower Hotel Hanoi?, ,Is parking available at Spring Flower Hotel Hanoi?, ,What are some restaurants close to Spring Flower Hotel Hanoi?, ,Is Spring Flower Hotel Hanoi located near the city center?, ,Are any cleaning services offered at Spring Flower Hotel Hanoi?, ,Which languages are spoken by the staff at Spring Flower Hotel Hanoi?, ,Are there any historical sites close to Spring Flower Hotel Hanoi?, ",59,352,#39 of 367 small hotels in Hanoi,4.5,3.0 of 5 bubbles,712,Excellent,25,Modern,,8,https://www.tripadvisor.com/Hotel_Review-g293924-d4997673-Reviews-Spring_Flower_Hotel_Hanoi-Hanoi.html
"Tam Coc - Bich Dong Resort, Ninh Binh 430000 Vietnam",4,88,122,"English, Vietnamese",,Nam Hoa Hotel,$39,$19,"$19, - ,$39","Which popular attractions are close to Nam Hoa Hotel?, ,What are some of the property amenities at Nam Hoa Hotel?, ,Which room amenities are available at Nam Hoa Hotel?, ,What food & drink options are available at Nam Hoa Hotel?, ,Is parking available at Nam Hoa Hotel?, ,What are some restaurants close to Nam Hoa Hotel?, ,Does Nam Hoa Hotel have airport transportation?, ,Are any cleaning services offered at Nam Hoa Hotel?, ,Does Nam Hoa Hotel offer any business services?, ,Which languages are spoken by the staff at Nam Hoa Hotel?, ,Are there any historical sites close to Nam Hoa Hotel?, ",32,353,#5 of 48 hotels in Ninh Binh,4.5,2.0 of 5 bubbles,58,Excellent,30,"Centrally Located,Great View",,24,https://www.tripadvisor.com/Hotel_Review-g303945-d2092400-Reviews-Nam_Hoa_Hotel-Ninh_Binh_Ninh_Binh_Province.html
"22/1 hem 1 Hoang Dieu- To Ngoc Van Street, Da Lat 670000 Vietnam",12,91,5,,,Scimitar Easyrider Hostel,Da Lat,Vietnam,"Vietnam,Lam Dong Province,Da Lat","Which popular attractions are close to Scimitar Easyrider Hostel?, ,What are some of the property amenities at Scimitar Easyrider Hostel?, ,What food & drink options are available at Scimitar Easyrider Hostel?, ,Is parking available at Scimitar Easyrider Hostel?, ,What are some restaurants close to Scimitar Easyrider Hostel?, ,Does Scimitar Easyrider Hostel have an airport shuttle?, ,Does Scimitar Easyrider Hostel have airport transportation?, ,Is Scimitar Easyrider Hostel located near the city center?, ,Does Scimitar Easyrider Hostel offer any business services?, ",10,10,#63 of 230 hostels in Da Lat,5.0,NA,74,Excellent,2,"Family,Budget",,6,https://www.tripadvisor.com/Hotel_Review-g293922-d12195954-Reviews-Scimitar_Easyrider_Hostel-Da_Lat_Lam_Dong_Province.html
"46 Nguyen Truong To Street Ba Dinh District, Hanoi 100000 Vietnam",18,88,172,"English, Japanese, Vietnamese",,Flower Garden Hotel,$72,$39,"$39, - ,$72","Which popular attractions are close to Flower Garden Hotel?, ,What are some of the property amenities at Flower Garden Hotel?, ,Which room amenities are available at Flower Garden Hotel?, ,What food & drink options are available at Flower Garden Hotel?, ,What are some restaurants close to Flower Garden Hotel?, ,Are there opportunities to exercise at Flower Garden Hotel?, ,Does Flower Garden Hotel have airport transportation?, ,Is Flower Garden Hotel located near the city center?, ,Are any cleaning services offered at Flower Garden Hotel?, ,Does Flower Garden Hotel offer any business services?, ,Which languages are spoken by the staff at Flower Garden Hotel?, ",29,352,#192 of 704 hotels in Hanoi,4.0,4.0 of 5 bubbles,125,Very good,85,"Mid-range,Quiet",,29,https://www.tripadvisor.com/Hotel_Review-g293924-d1718335-Reviews-Flower_Garden_Hotel-Hanoi.html
"An Bang Under The Coconut Tree, Hoi An Vietnam",5,82,250,"English, Vietnamese",,Under The Coconut Tree Home Stay,$43,$21,"$21, - ,$43","Which popular attractions are close to Under The Coconut Tree Home Stay?, ,What are some of the property amenities at Under The Coconut Tree Home Stay?, ,What food & drink options are available at Under The Coconut Tree Home Stay?, ,Is parking available at Under The Coconut Tree Home Stay?, ,What are some restaurants close to Under The Coconut Tree Home Stay?, ,Are there opportunities to exercise at Under The Coconut Tree Home Stay?, ,Does Under The Coconut Tree Home Stay have airport transportation?, ,Which languages are spoken by the staff at Under The Coconut Tree Home Stay?, ,Are there any historical sites close to Under The Coconut Tree Home Stay?, ",29,354,#24 of 182 guest houses in Hoi An,4.5,3.0 of 5 bubbles,77,Excellent,14,Budget,,20,https://www.tripadvisor.com/Hotel_Review-g298082-d6366720-Reviews-Under_The_Coconut_Tree_Home_Stay-Hoi_An_Quang_Nam_Province.html
"304, 2 thang 4 Street Vinh Phuoc ward, Nha Trang 650000 Vietnam",7,62,371,Vietnamese,,Champa Island Nha Trang - Resort Hotel & Spa,$67,$44,"$44, - ,$67","Which popular attractions are close to Champa Island Nha Trang - Resort Hotel & Spa?, ,What are some of the property amenities at Champa Island Nha Trang - Resort Hotel & Spa?, ,Which room amenities are available at Champa Island Nha Trang - Resort Hotel & Spa?, ,What food & drink options are available at Champa Island Nha Trang - Resort Hotel & Spa?, ,Is parking available at Champa Island Nha Trang - Resort Hotel & Spa?, ,What are some restaurants close to Champa Island Nha Trang - Resort Hotel & Spa?, ,Are there opportunities to exercise at Champa Island Nha Trang - Resort Hotel & Spa?, ,Does Champa Island Nha Trang - Resort Hotel & Spa have an airport shuttle?, ,Does Champa Island Nha Trang - Resort Hotel & Spa have airport transportation?, ,Are any cleaning services offered at Champa Island Nha Trang - Resort Hotel & Spa?, ,Does Champa Island Nha Trang - Resort Hotel & Spa offer any business services?, ",43,360,#2 of 14 resorts in Nha Trang,4.5,4.0 of 5 bubbles,61,Excellent,168,"Boutique,Trendy",,30,https://www.tripadvisor.com/Hotel_Review-g293928-d8385436-Reviews-Champa_Island_Nha_Trang_Resort_Hotel_Spa-Nha_Trang_Khanh_Hoa_Province.html
"44 Lanh Dia Duc Ba Street, Ward 6, Da Lat Vietnam",23,56,52,"English, Vietnamese",,Bigmouth Homestay - Dalat,Da Lat,Vietnam,"Vietnam,Lam Dong Province,Da Lat","Which popular attractions are close to Bigmouth Homestay - Dalat?, ,What are some of the property amenities at Bigmouth Homestay - Dalat?, ,What food & drink options are available at Bigmouth Homestay - Dalat?, ,Is parking available at Bigmouth Homestay - Dalat?, ,What are some restaurants close to Bigmouth Homestay - Dalat?, ,Does Bigmouth Homestay - Dalat have airport transportation?, ,Is Bigmouth Homestay - Dalat located near the city center?, ,Are any cleaning services offered at Bigmouth Homestay - Dalat?, ,Are pets allowed at Bigmouth Homestay - Dalat?, ,Which languages are spoken by the staff at Bigmouth Homestay - Dalat?, ",10,21,#7 of 77 guest houses in Da Lat,4.5,NA,127,Excellent,Da Lat,"Charming,Budget",,7,https://www.tripadvisor.com/Hotel_Review-g293922-d11868076-Reviews-Bigmouth_Homestay_Dalat-Da_Lat_Lam_Dong_Province.html
"1057 Binh Quoi Street Ward 28, Binh Thanh district, Ho Chi Minh City 700000 Vietnam",5,50,313,"English, French, Vietnamese",,Saigon Domaine Luxury Residences,$103,$46,"$46, - ,$103","Which popular attractions are close to Saigon Domaine Luxury Residences?, ,What are some of the property amenities at Saigon Domaine Luxury Residences?, ,Which room amenities are available at Saigon Domaine Luxury Residences?, ,What food & drink options are available at Saigon Domaine Luxury Residences?, ,Is parking available at Saigon Domaine Luxury Residences?, ,What are some restaurants close to Saigon Domaine Luxury Residences?, ,Are there opportunities to exercise at Saigon Domaine Luxury Residences?, ,Does Saigon Domaine Luxury Residences have an airport shuttle?, ,Does Saigon Domaine Luxury Residences have airport transportation?, ,Are any cleaning services offered at Saigon Domaine Luxury Residences?, ,Are pets allowed at Saigon Domaine Luxury Residences?, ",232,362,#43 of 609 hotels in Ho Chi Minh City,4.5,4.5 of 5 bubbles,36,Excellent,45,"River View,Great View",,42,https://www.tripadvisor.com/Hotel_Review-g293925-d608063-Reviews-Saigon_Domaine_Luxury_Residences-Ho_Chi_Minh_City.html
"90 Tran Hung Dao Zone 7, Duong Dong, Phu Quoc Island 920000 Vietnam",7,80,571,"English, French, Russian, Vietnamese",,Chez Carole Center Resort & Spa,$100,$33,"$33, - ,$100","Which popular attractions are close to Chez Carole Center Resort & Spa?, ,What are some of the property amenities at Chez Carole Center Resort & Spa?, ,Which room amenities are available at Chez Carole Center Resort & Spa?, ,What food & drink options are available at Chez Carole Center Resort & Spa?, ,Is parking available at Chez Carole Center Resort & Spa?, ,What are some restaurants close to Chez Carole Center Resort & Spa?, ,Are there opportunities to exercise at Chez Carole Center Resort & Spa?, ,Does Chez Carole Center Resort & Spa have an airport shuttle?, ,Does Chez Carole Center Resort & Spa have airport transportation?, ,Are any cleaning services offered at Chez Carole Center Resort & Spa?, ,Which languages are spoken by the staff at Chez Carole Center Resort & Spa?, ",207,357,#1 of 3 special resorts in Duong Dong,4.0,4.0 of 5 bubbles,57,Very good,80,"Ocean View,Great View",,168,https://www.tripadvisor.com/Hotel_Review-g1184679-d17484123-Reviews-Chez_Carole_Center_Resort_Spa-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"64/5 Tran Quang Khai Street, Cam Chau Ward, Hoi An 560000 Vietnam",13,88,199,"English, Vietnamese",,Banana Garden Villa,$41,$22,"$22, - ,$41","Which popular attractions are close to Banana Garden Villa?, ,What are some of the property amenities at Banana Garden Villa?, ,Which room amenities are available at Banana Garden Villa?, ,What food & drink options are available at Banana Garden Villa?, ,Is parking available at Banana Garden Villa?, ,What are some restaurants close to Banana Garden Villa?, ,Are there opportunities to exercise at Banana Garden Villa?, ,Does Banana Garden Villa have airport transportation?, ,Is Banana Garden Villa located near the city center?, ,Are any cleaning services offered at Banana Garden Villa?, ,Which languages are spoken by the staff at Banana Garden Villa?, ",32,360,#11 of 76 villas in Hoi An,5.0,3.0 of 5 bubbles,64,Excellent,10,"Modern,Residential Neighborhood",,18,https://www.tripadvisor.com/Hotel_Review-g298082-d8591875-Reviews-Banana_Garden_Villa-Hoi_An_Quang_Nam_Province.html
"45 Yersin, Ward 9, Old Train Station, Da Lat Vietnam",5,77,,Vietnamese,,Hoa Tra Hotel,Da Lat,Vietnam,"Vietnam,Lam Dong Province,Da Lat","Which popular attractions are close to Hoa Tra Hotel?, ,What are some of the property amenities at Hoa Tra Hotel?, ,Which room amenities are available at Hoa Tra Hotel?, ,What food & drink options are available at Hoa Tra Hotel?, ,Is parking available at Hoa Tra Hotel?, ,What are some restaurants close to Hoa Tra Hotel?, ,Does Hoa Tra Hotel have airport transportation?, ,Are pets allowed at Hoa Tra Hotel?, ",,2,#121 of 230 hostels in Da Lat,5.0,2.0 of 5 bubbles,27,Excellent,9,,,0,https://www.tripadvisor.com/Hotel_Review-g293922-d8092905-Reviews-Hoa_Tra_Hotel-Da_Lat_Lam_Dong_Province.html
"105 Trieu Viet Vuong, Da Lat Vietnam",4,63,,"English, Vietnamese",,Dalat Eco Home,Da Lat,Vietnam,"Vietnam,Lam Dong Province,Da Lat","Which popular attractions are close to Dalat Eco Home?, ,What are some of the property amenities at Dalat Eco Home?, ,What food & drink options are available at Dalat Eco Home?, ,Is parking available at Dalat Eco Home?, ,What are some restaurants close to Dalat Eco Home?, ,Does Dalat Eco Home have airport transportation?, ,Which languages are spoken by the staff at Dalat Eco Home?, ",,2,#108 of 230 hostels in Da Lat,5.0,NA,14,Excellent,Da Lat,,,0,https://www.tripadvisor.com/Hotel_Review-g293922-d13350800-Reviews-Dalat_Eco_Home-Da_Lat_Lam_Dong_Province.html
"43 Suong Nguyet Anh, Da Lat Vietnam",6,84,,,,Rum Homestay,Da Lat,Vietnam,"Vietnam,Lam Dong Province,Da Lat","Which popular attractions are close to Rum Homestay?, ,What are some restaurants close to Rum Homestay?, ,Is Rum Homestay located near the city center?, ",,1 review,#102 of 153 hotels in Da Lat,5.0,NA,63,Excellent,Da Lat,,,0,https://www.tripadvisor.com/Hotel_Review-g293922-d15334767-Reviews-Rum_Homestay-Da_Lat_Lam_Dong_Province.html
"1B Hoang Hoa Tham, Ward 10, Da Lat 670000 Vietnam",11,64,6,"English, Korean, Vietnamese",,Bird's Nest HomeStay,Da Lat,Vietnam,"Vietnam,Lam Dong Province,Da Lat","Which popular attractions are close to Bird's Nest HomeStay?, ,What are some of the property amenities at Bird's Nest HomeStay?, ,Is parking available at Bird's Nest HomeStay?, ,What are some restaurants close to Bird's Nest HomeStay?, ,Does Bird's Nest HomeStay have an airport shuttle?, ,Does Bird's Nest HomeStay have airport transportation?, ,Which languages are spoken by the staff at Bird's Nest HomeStay?, ",6,1 review,#145 of 230 hostels in Da Lat,5.0,NA,42,Excellent,5,,,1,https://www.tripadvisor.com/Hotel_Review-g293922-d12121410-Reviews-Bird_s_Nest_HomeStay-Da_Lat_Lam_Dong_Province.html
"86e Hoang Hoa Tham, Da Lat 0918162524 Vietnam",0,0,,"English, Vietnamese",,Jungle View Home Stay,Da Lat,Vietnam,"Vietnam,Lam Dong Province,Da Lat","Which popular attractions are close to Jungle View Home Stay?, ,What are some of the property amenities at Jungle View Home Stay?, ,Which room amenities are available at Jungle View Home Stay?, ,What food & drink options are available at Jungle View Home Stay?, ,Is parking available at Jungle View Home Stay?, ,What are some restaurants close to Jungle View Home Stay?, ,Does Jungle View Home Stay have an airport shuttle?, ,Does Jungle View Home Stay have airport transportation?, ,Are any cleaning services offered at Jungle View Home Stay?, ,Are pets allowed at Jungle View Home Stay?, ",,2,#35 of 77 guest houses in Da Lat,5.0,NA,0,Excellent,5,Charming,,0,https://www.tripadvisor.com/Hotel_Review-g293922-d6833001-Reviews-Jungle_View_Home_Stay-Da_Lat_Lam_Dong_Province.html
